Date,Portfolio_Value,Returns
2021-02-05,1460175.0247688638,-0.006774481300952373
2021-02-08,1486376.6653828626,0.0179441780399896
2021-02-09,1480867.5909694778,-0.0037063784313148274
2021-02-10,1482553.4362578462,0.0011384173025656974
2021-02-11,1495488.8862943114,0.008725115547346451
2021-02-12,1500418.4351789663,0.0032962791832373828
2021-02-15,1500520.8852408004,6.828099377620411e-05
2021-02-16,1488115.7199344567,-0.00826723934892315
2021-02-17,1483621.4735067608,-0.0030200920314812363
2021-02-18,1495988.0794621375,0.008335418552648965
2021-02-19,1484327.2898176876,-0.00779470759462364
2021-02-22,1455465.139440413,-0.019444599971492504
2021-02-23,1454802.1353479028,-0.00045552729127218416
2021-02-24,1459071.1249136594,0.002934412496401695
2021-02-25,1472714.4236945983,0.009350674239233081
2021-02-26,1439258.047733155,-0.022717490521693362
2021-03-01,1447815.4401595336,0.005945697117939686
2021-03-02,1485655.9686824367,0.026136292978567344
2021-03-03,1506816.713488467,0.014243368082582863
2021-03-04,1505868.8908503049,-0.0006290231782523081
2021-03-05,1485989.4622406634,-0.013201301076361527
2021-03-08,1485971.143224949,-1.2327823433411211e-05
2021-03-09,1493075.7188175467,0.004781099299935976
2021-03-10,1504845.4560252237,0.007882880325050134
2021-03-12,1498750.349298001,-0.004050320717531863
2021-03-15,1496844.9520451762,-0.0012713239758157524
2021-03-16,1509263.369377491,0.008296395238095444
2021-03-17,1492056.9668625426,-0.0114005301288439
2021-03-18,1461396.8907570336,-0.02054886427693181
2021-03-19,1470474.4201411677,0.006211542833810091
2021-03-22,1494484.9395034108,0.01632841689278619
2021-03-23,1499115.9124109102,0.0030987083142091087
2021-03-24,1473881.8756697217,-0.016832612163129257
2021-03-25,1462855.973175697,-0.0074808589996498975
2021-03-26,1470098.554851613,0.00495098752626566
2021-03-30,1505776.3142514573,0.024268957534922198
2021-03-31,1488067.7669088126,-0.011760410344512473
2021-04-01,1498846.7932136664,0.0072436393990613634
2021-04-05,1506334.269269842,0.004995491260398666
2021-04-06,1512519.3449976745,0.004106044623701344
2021-04-07,1529463.4617426414,0.011202578532966134
2021-04-08,1541365.841779464,0.0077820623601305705
2021-04-09,1550760.0617884253,0.006094737377932313
2021-04-12,1501151.1235715705,-0.0319900798577718
2021-04-13,1482355.3363037282,-0.012520916097456647
2021-04-15,1485727.9374259128,0.002275163747576414
2021-04-16,1502792.4017409035,0.011485591597985012
2021-04-19,1494662.4199877842,-0.0054099167281529414
2021-04-20,1484200.591101376,-0.006999459373905781
2021-04-22,1483957.805861704,-0.00016357980257364346
2021-04-23,1478153.859531716,-0.003911126251071484
2021-04-26,1482881.2393147228,0.003198164895029665
2021-04-27,1491388.2652161727,0.005736822124326801
2021-04-28,1496666.7654198771,0.0035393199254785124
2021-04-29,1496159.122864324,-0.00033918208600747235
2021-04-30,1490438.9865861465,-0.00382321384855544
2021-05-03,1494833.9045001487,0.0029487405747945505
2021-05-04,1485774.3430839241,-0.006060580636384483
2021-05-05,1500767.630385445,0.010091227763699528
2021-05-06,1520983.8479418962,0.013470584750857828
2021-05-07,1523661.7600728986,0.001760644687072821
2021-05-10,1531678.1116334195,0.005261240893869701
2021-05-11,1527762.9024150535,-0.0025561566680553094
2021-05-12,1524346.8474856731,-0.002235984997397411
2021-05-14,1506407.0616798669,-0.011768834524371496
2021-05-17,1514125.8083934858,0.0051239448552580225
2021-05-18,1532738.050013451,0.012292401012378829
2021-05-19,1539884.1541747549,0.004662312755425724
2021-05-20,1538253.93200314,-0.0010586654633695236
2021-05-21,1540937.373656442,0.0017444724810860013
2021-05-24,1551476.699473105,0.006839554933796288
2021-05-25,1556297.7944468078,0.003107423382729735
2021-05-26,1575226.682199092,0.012162767190075474
2021-05-27,1584385.8233617945,0.005814490870555744
2021-05-28,1583243.6187484607,-0.000720913174361959
2021-05-31,1588720.98969444,0.003459588203051922
2021-06-01,1591870.6265223476,0.001982498404904609
2021-06-02,1598658.610740202,0.004264155707605299
2021-06-03,1607791.9640350887,0.005713135520946322
2021-06-04,1611745.0535005387,0.0024587070677533074
2021-06-07,1618755.4489976494,0.004349568489063982
2021-06-08,1637245.676080184,0.011422495654908271
2021-06-09,1624527.4096377683,-0.007768086749732728
2021-06-10,1641395.370095496,0.010383303081041184
2021-06-11,1658330.791615957,0.01031769787402026
2021-06-14,1658484.6593475135,9.278470395313043e-05
2021-06-15,1664201.6718123113,0.0034471301453262715
2021-06-16,1657699.05193702,-0.0039073508850703265
2021-06-17,1656890.900675117,-0.00048751385901957267
2021-06-18,1646767.6003310394,-0.0061098170917305294
2021-06-21,1648853.6864026366,0.0012667762416371797
2021-06-22,1661378.2221010658,0.007595904840868251
2021-06-23,1645168.042873046,-0.009757067362734295
2021-06-24,1664303.7374846784,0.01163145290508738
2021-06-25,1677139.6772433454,0.007712498307590465
2021-06-28,1674091.1176427675,-0.0018177136000913086
2021-06-29,1673651.8481056062,-0.0002623928485923077
2021-06-30,1676001.3675792483,0.0014038280878436726
2021-07-01,1671077.0106142685,-0.0029381580828256038
2021-07-02,1671568.0786624132,0.00029386320619906314
2021-07-05,1672402.550320454,0.0004992148801432617
2021-07-06,1664535.8991277956,-0.004703802437487914
2021-07-07,1668342.7815607847,0.002287053367238112
2021-07-08,1667418.9302097722,-0.0005537539174942374
2021-07-09,1667674.2801951128,0.00015314086982831654
2021-07-12,1663555.003865968,-0.0024700724704244115
2021-07-13,1659260.693709421,-0.0025814055721435913
2021-07-14,1683841.5022482616,0.014814313767590015
2021-07-15,1700557.1855820732,0.009927112089524348
2021-07-16,1692923.0420374752,-0.004489201309619606
2021-07-19,1687526.106033028,-0.0031879393631217834
2021-07-20,1678991.0801976398,-0.005057714843565986
2021-07-22,1702468.3394771777,0.013982956524566159
2021-07-23,1710657.6805155678,0.004810275086175819
2021-07-26,1719513.7631731345,0.0051770045862697955
2021-07-27,1713009.5314329197,-0.00378259940659742
2021-07-28,1717753.2921474464,0.002769255294545081
2021-07-29,1728841.578597032,0.006455109997620001
2021-07-30,1740380.3410667488,0.006674274041396311
2021-08-02,1754040.0643447903,0.007848700054649438
2021-08-03,1766607.0080579054,0.007164570507008028
2021-08-04,1760641.7999130841,-0.003376646938233918
2021-08-05,1769062.8769365922,0.0047829587051289035
2021-08-06,1773767.5298381615,0.0026594040058747215
2021-08-09,1773015.4491667647,-0.00042400182591317837
2021-08-10,1775844.052830602,0.0015953632356484615
2021-08-11,1765530.959431917,-0.005807431898226967
2021-08-12,1792683.9357092916,0.015379495971065582
2021-08-13,1812077.2978901858,0.01081805989030693
2021-08-16,1809414.200465242,-0.0014696378725369552
2021-08-17,1839871.5093938443,0.016832690337442502
2021-08-18,1843993.440237604,0.0022403362532190663
2021-08-20,1831221.1178073504,-0.006926446782049234
2021-08-23,1848932.814918534,0.009672069057608423
2021-08-24,1845132.1819809233,-0.002055581958924857
2021-08-25,1855483.272808636,0.005609945416810147
2021-08-26,1862987.2754126638,0.004044230801751647
2021-08-27,1876933.250771922,0.007485813533626651
2021-08-30,1880714.4980673362,0.0020145880488071644
2021-08-31,1902658.7962167377,0.011668064542466272
2021-09-01,1901757.0154472794,-0.00047395821639240054
2021-09-02,1916638.5386980744,0.007825144395376293
2021-09-03,1938457.355970189,0.011383897814626787
2021-09-06,1954845.9682662277,0.008454461092767485
2021-09-07,1937889.1870740326,-0.008674228797286965
2021-09-08,1930853.2378184658,-0.003630728373168801
2021-09-09,1938321.9556657965,0.0038680919404154857
2021-09-13,1952971.1256469355,0.007557655702304267
2021-09-14,1962370.3571174787,0.004812785681831189
2021-09-15,1985216.51947449,0.011642125694647065
2021-09-16,1988676.8697425292,0.001743059376190903
2021-09-17,1977704.4528972774,-0.0055174458013746985
2021-09-20,1954896.0332925052,-0.011532774561617942
2021-09-21,1978749.0274110653,0.012201668893043971
2021-09-22,1998512.0590088111,0.009987639323620234
2021-09-23,2015703.6202685486,0.008602180398282755
2021-09-24,2021245.5579122968,0.002749381202683976
2021-09-27,1984630.3044289793,-0.0181151930501392
2021-09-28,1955170.8217052245,-0.014843813811575846
2021-09-29,1953398.3015702893,-0.0009065807014188021
2021-09-30,1941225.5102144536,-0.006231597184276461
2021-10-01,1931599.3051163242,-0.004958828867371423
2021-10-04,1953497.7350340518,0.01133694232531779
2021-10-05,1973819.6944341464,0.010402857927931164
2021-10-06,1949012.330933508,-0.012568201427207937
2021-10-07,1977758.6831968692,0.014749189529033258
2021-10-08,1999615.3654981288,0.011051238195516566
2021-10-11,1965512.8819397273,-0.017054521657921984
2021-10-12,1961251.5809255145,-0.002168035149180736
2021-10-13,1979932.5290764354,0.009525013686467076
2021-10-14,2002142.1037521916,0.011217339151509576
2021-10-18,2020662.1557692501,0.00925011865159342
2021-10-19,2039219.7228394207,0.009183903908521529
2021-10-20,2012554.369698301,-0.013076253060161025
2021-10-21,1983052.2628086244,-0.014659035966367084
2021-10-22,1954632.3510299101,-0.014331398275133078
2021-10-25,1929124.4869616423,-0.013049954921101947
2021-10-26,1951511.309259818,0.011604654053940733
2021-10-27,1963884.5502086394,0.006340337814139785
2021-10-28,1939221.1255355687,-0.012558490095790242
2021-10-29,1921443.1464639273,-0.009167587356357587
2021-11-01,1953398.0293993312,0.016630667940506605
2021-11-02,1957670.998849924,0.002187454572126546
2021-11-03,1955062.5623091392,-0.0013324182369341964
2021-11-04,1968686.526978688,0.006968556880071253
2021-11-08,1989902.3558504411,0.010776641471871518
2021-11-09,1999390.1685966013,0.00476797905096471
2021-11-10,1999495.1449236418,5.250417286695175e-05
2021-11-11,1986951.2934717867,-0.006273509332444083
2021-11-12,2019819.4518283594,0.016542005063014065
2021-11-15,2029717.8949611974,0.004900657394836916
2021-11-16,2034255.1759856157,0.002235424457596835
2021-11-17,2032512.7402036681,-0.0008565473016940439
2021-11-18,2003456.4461631177,-0.014295750017113695
2021-11-22,1974599.3930084647,-0.014403633884788491
2021-11-23,1981899.1671108468,0.00369683801596854
2021-11-24,1960946.66667082,-0.010571930594516998
2021-11-25,1975100.356468646,0.007217784164347263
2021-11-26,1937174.335204972,-0.01920207301844823
2021-11-29,1931252.795416933,-0.003056792401398556
2021-11-30,1942415.1504784292,0.005779851859883722
2021-12-01,1956178.8282968104,0.007085857940817286
2021-12-02,1978984.8788878361,0.011658469185499953
2021-12-03,1976439.189069495,-0.0012863614297911052
2021-12-06,1929616.927444452,-0.023690211104894665
2021-12-07,1947351.441392452,0.009190691528337291
2021-12-08,1979881.6042072456,0.01670482385631078
2021-12-09,1979887.4218313778,2.9383697084384153e-06
2021-12-10,1983364.9032051493,0.0017564035891266538
2021-12-13,1986596.2241768308,0.0016292115316045575
2021-12-14,1986894.3400950711,0.00015006366900949253
2021-12-15,1973358.3749386338,-0.00681262454841447
2021-12-16,1981809.5970133964,0.00428265954227669
2021-12-17,1982905.473506824,0.0005529675984408122
2021-12-20,1938488.3375160843,-0.022400026922204663
2021-12-21,1972902.032361231,0.017752851115546697
2021-12-22,1995052.7855487983,0.011227497779530582
2021-12-23,2009938.1102743405,0.007461118238757614
2021-12-24,2024619.54926542,0.007304423412856087
2021-12-27,2030830.901823808,0.003067910986358724
2021-12-28,2048799.726433591,0.008848016146320248
2021-12-29,2046151.1499760184,-0.001292745417426966
2021-12-30,2054566.9169040741,0.0041129742190133545
2021-12-31,2067929.5392295124,0.006503863279164301
2022-01-03,2084495.4586472213,0.00801087227753472
2022-01-04,2091804.4545271369,0.0035063621029229886
2022-01-05,2069955.9962774515,-0.010444790000518678
2022-01-06,2050117.3149024993,-0.009584107783271456
2022-01-07,2059368.9923971216,0.004512755161556248
2022-01-10,2061623.2118365276,0.001094616578052987
2022-01-11,2073252.2795393532,0.005640733784941343
2022-01-12,2076969.4877152438,0.0017929357717703098
2022-01-13,2083938.41739826,0.003355335610000898
2022-01-14,2092685.6181667808,0.004197437263737225
2022-01-17,2094203.1468285825,0.0007251584512397713
2022-01-18,2060526.8435534309,-0.01608072422493989
2022-01-19,2033662.2289525564,-0.013037740655950758
2022-01-20,2014128.2465679017,-0.009605322902965896
2022-01-21,1973564.6576867858,-0.02013952634358651
2022-01-24,1915167.191505927,-0.029589841890108937
2022-01-25,1917167.266880237,0.0010443346059711978
2022-01-27,1865798.4846195704,-0.026794105630781995
2022-01-28,1883836.6962892506,0.009667824161277538
2022-01-31,1921310.0220981282,0.01989202454899197
2022-02-01,1948612.9653909295,0.014210587036331379
2022-02-02,1973712.0764035913,0.012880500878544865
2022-02-03,1945895.0554002742,-0.014093758322644478
2022-02-04,1942708.3326443026,-0.001637664244599324
2022-02-07,1922614.9154201811,-0.010342992247720173
2022-02-08,1920440.4888733516,-0.0011309735139313215
2022-02-09,1942384.6979942992,0.011426654066131192
2022-02-10,1953315.8391024848,0.005627691115705824
2022-02-11,1915281.5551864458,-0.01947165079740254
2022-02-14,1890747.9780081045,-0.012809384140888391
2022-02-15,1919151.985722668,0.015022630220917765
2022-02-16,1917201.4269016543,-0.0010163649546907072
2022-02-17,1912472.576065185,-0.00246653834600552
2022-02-18,1903264.9135291134,-0.004814533108242425
2022-02-21,1890024.9948665574,-0.00695642449374323
2022-02-22,1879223.1551403003,-0.005715183532279067
2022-02-23,1885282.9621709918,0.00322463408037299
2022-02-24,1800219.48306787,-0.045119741073333275
2022-02-25,1848979.0934316383,0.02708536976873166
2022-02-28,1871256.2305775369,0.012048344529711708
2022-03-02,1866787.2377576465,-0.0023882313639704833
2022-03-03,1880621.8244182244,0.0074109070282672995
2022-03-04,1862344.6235585185,-0.009718700816077175
2022-03-07,1850575.4151460638,-0.006319565274640948
2022-03-08,1879878.1494619772,0.015834390793309394
2022-03-09,1908914.7494511846,0.01544600111316674
2022-03-10,1917975.031503159,0.004746299987770097
2022-03-11,1916257.121865737,-0.0008956892603944056
2022-03-14,1937430.2146897693,0.01104919198078047
2022-03-15,1906166.833690558,-0.016136519789032633
2022-03-16,1936526.0803680029,0.015926857051995702
2022-03-17,1947882.723930181,0.005864441319592295
2022-03-21,1933770.0688896524,-0.007245125626482274
2022-03-22,1951782.035375581,0.009314430280881636
2022-03-23,1955367.131602484,0.0018368322701634021
2022-03-24,1970540.3746319024,0.007759792411455413
2022-03-25,1957284.678848593,-0.006726934374935434
2022-03-28,1955353.9849466716,-0.0009864144561010368
2022-03-29,1959354.676887033,0.0020460192738300798
2022-03-30,1975129.5110014754,0.008051035527424144
2022-03-31,1975555.9063383527,0.00021588221658497275
2022-04-01,1982086.529770972,0.0033057143114332277
2022-04-04,2001860.770574416,0.009976477064161715
2022-04-05,2009957.443465775,0.004044573434063503
2022-04-06,1990790.9949354765,-0.009535748427215385
2022-04-07,1976147.9842508375,-0.007355373176737512
2022-04-08,1988544.689670146,0.00627316654324761
2022-04-11,1981358.9155659694,-0.003613584417541338
2022-04-12,1950696.4139630368,-0.015475490766484357
2022-04-13,1950805.8616782036,5.610699562641486e-05
2022-04-18,1898659.26759451,-0.026730796286840053
2022-04-19,1853762.6848030328,-0.0236464665133721
2022-04-20,1864394.4747136552,0.00573524863661401
2022-04-21,1891178.116856708,0.014365866508570413
2022-04-22,1881729.125599913,-0.004996351836229929
2022-04-25,1843376.0795087465,-0.020381810309142767
2022-04-26,1859334.7770791198,0.008657320526056944
2022-04-27,1845607.0525113428,-0.0073831376344943855
2022-04-28,1864875.1024295131,0.010439952476315018
2022-04-29,1848994.5734810145,-0.00851559920973255
2022-05-02,1843621.2358387606,-0.002906086215352044
2022-05-04,1795523.3502475736,-0.02608881079052272
2022-05-05,1818383.2169128913,0.012731589740765825
2022-05-06,1779332.6853026575,-0.021475413569055357
2022-05-09,1767705.8704074011,-0.006534368188306883
2022-05-10,1738530.6417815783,-0.01650457189413468
2022-05-11,1727118.8910226538,-0.006564020492172751
2022-05-12,1701907.054630126,-0.014597626442265033
2022-05-13,1690364.2965706352,-0.006782249376126814
2022-05-16,1692571.844271637,0.0013059597303850534
2022-05-17,1733212.0458607485,0.02401091671627098
2022-05-18,1734890.9899189393,0.0009686893546583253
2022-05-19,1657911.6530151502,-0.044371281741099944
2022-05-20,1681374.994671335,0.014152347390473663
2022-05-23,1686873.542105473,0.0032702683527257026
2022-05-24,1663061.2993199378,-0.014116199105129179
2022-05-25,1621777.5175980902,-0.024823968748914682
2022-05-26,1640087.9448257866,0.011290344716835543
2022-05-27,1665284.1229041978,0.015362699395420343
2022-05-30,1720303.9296365483,0.03303929099882241
2022-05-31,1724058.6292622974,0.002182579229788928
2022-06-01,1702448.9906639433,-0.012534166896401078
2022-06-02,1724626.05340064,0.013026565176585736
2022-06-03,1716577.9995745225,-0.004666550067620845
2022-06-06,1713207.8941890262,-0.0019632695900400066
2022-06-07,1692096.5305729755,-0.01232270974681915
2022-06-08,1694665.1701753512,0.0015180219071224688
2022-06-09,1706041.7200331334,0.0067131549393943946
2022-06-10,1682062.7253777124,-0.014055338960266006
2022-06-13,1628031.2261335226,-0.03212216668796153
2022-06-14,1629794.6307793078,0.0010831516112705941
2022-06-15,1628454.2815085785,-0.0008224037835297127
2022-06-16,1591135.865197822,-0.022916465469442038
2022-06-17,1567890.4422483009,-0.014609326241685205
2022-06-20,1569259.6541661043,0.0008732829035171807
2022-06-21,1612171.6335709933,0.027345365880633743
2022-06-22,1593286.5517399325,-0.011714064084622278
2022-06-23,1617731.1616377565,0.015342255836609864
2022-06-24,1617324.548877061,-0.000251347547934766
2022-06-27,1641802.108166128,0.015134599487815814
2022-06-28,1646080.601091335,0.0026059735847130394
2022-06-29,1630483.5083706346,-0.009475291009662379
2022-06-30,1615703.738487618,-0.00906465462983197
2022-07-01,1629012.1565931528,0.008236917318760417
2022-07-04,1630615.4062339906,0.0009841851912208988
2022-07-05,1628543.0741361072,-0.0012708895610581417
2022-07-06,1648001.7958884817,0.011948545949695966
2022-07-07,1662298.796967063,0.008675355278283226
2022-07-08,1665652.4519523596,0.0020174802456787155
2022-07-11,1647835.0709034745,-0.01069693802449656
2022-07-12,1635888.2952872962,-0.007249982614842665
2022-07-13,1633161.392956389,-0.001666924531927294
2022-07-14,1616117.1418280234,-0.010436354423926097
2022-07-15,1620560.3238925743,0.002749294558886506
2022-07-18,1655895.6149813198,0.021804366408200382
2022-07-19,1661881.5931425365,0.0036149489780998856
2022-07-20,1688717.3825473257,0.01614783478890569
2022-07-21,1705740.0130443247,0.010080212753730056
2022-07-22,1701083.820881973,-0.002729719726772162
2022-07-25,1701112.815824729,1.7044981793334912e-05
2022-07-26,1665996.856167283,-0.020642934043396233
2022-07-27,1683309.7057122404,0.01039188608361874
2022-07-28,1719400.1838053777,0.021440188915127
2022-07-29,1744732.0010793018,0.014732938563412068
2022-08-01,1758112.9813688914,0.007669361415570952
2022-08-02,1754961.2728634384,-0.0017926655106085265
2022-08-03,1766764.569528786,0.00672567357916054
2022-08-04,1780362.469197431,0.007696497826120474
2022-08-05,1787720.086862523,0.004132651520343922
2022-08-08,1789471.444872703,0.000979660083840983
2022-08-10,1780079.24727572,-0.00524858757813329
2022-08-11,1802313.0069013727,0.01249032011337703
2022-08-12,1798440.8221309152,-0.0021484529910343886
2022-08-16,1808913.5711794947,0.005823238062496072
2022-08-17,1827788.1283914903,0.010434195150456294
2022-08-18,1827103.5475288345,-0.00037454060020525315
2022-08-19,1814908.36909531,-0.0066745962208975
2022-08-22,1782529.8329438323,-0.017840314532032164
2022-08-23,1771798.9531270508,-0.00602002817482139
2022-08-24,1771632.0924923476,-9.417582870152597e-05
2022-08-25,1765323.2803955334,-0.003561017055148774
2022-08-26,1772525.523014374,0.004079843447839737
2022-08-29,1733832.8939249485,-0.02182909559667412
2022-08-30,1773661.0340647313,0.02297115268682104
2022-09-01,1755911.1393903987,-0.010007489781547974
2022-09-02,1750676.1958152242,-0.002981326023702935
2022-09-05,1753865.0053596855,0.0018214730697108106
2022-09-06,1757125.5176220855,0.0018590440270123132
2022-09-07,1763703.8483233443,0.0037438023836573464
2022-09-08,1772709.9284123802,0.005106344864869161
2022-09-09,1794703.6142195365,0.012406815945829264
2022-09-12,1816877.183841287,0.012355003603975678
2022-09-13,1821766.046939853,0.0026908054886958244
2022-09-14,1792050.7505512468,-0.016311258209319
2022-09-15,1784989.0828965444,-0.003940551154887895
