Date,Portfolio_Value,Returns
2020-07-06,1000000.0,
2020-07-07,1008506.2207077611,0.00850622070776108
2020-07-08,1003732.628466819,-0.00473332949557026
2020-07-09,1007334.5225319423,0.0035884995296260325
2020-07-10,1006246.5104810866,-0.0010800901056394752
2020-07-13,1007346.3388221152,0.0010930008994542995
2020-07-14,997557.8977175455,-0.009717056316514983
2020-07-15,1003004.7910840693,0.005460227801300066
2020-07-16,1010428.0837999072,0.007401054094482218
2020-07-17,1019959.2794845252,0.009432829349689253
2020-07-20,1029789.765833097,0.009638116487885817
2020-07-21,1035347.6335346822,0.005397089664305188
2020-07-22,1034804.3650714705,-0.0005247208238231549
2020-07-23,1042504.2172998032,0.007440877221078335
2020-07-24,1037740.9652996697,-0.004569048183297397
2020-07-27,1036941.6721977486,-0.0007702241008576971
2020-07-28,1047914.7504452458,0.010582155719752517
2020-07-29,1048520.9024146891,0.0005784363367209444
2020-07-30,1049906.2195539444,0.0013212107990074884
2020-07-31,1058004.1932196948,0.007713044760503385
2020-08-03,1053559.8210185869,-0.00420071321984361
2020-08-04,1054852.0191963967,0.0012265066985570616
2020-08-05,1059826.2448365625,0.004715567254594877
2020-08-06,1068903.0588148558,0.00856443593703693
2020-08-07,1073152.6313637702,0.003975638870026499
2020-08-10,1080451.8630460324,0.006801671513386065
2020-08-11,1075875.8272721858,-0.004235298147337807
2020-08-12,1066249.5423382362,-0.008947394011404097
2020-08-13,1073385.4515925236,0.0066925320677171385
2020-08-14,1067699.7016945023,-0.005297025303990899
2020-08-17,1069023.1945365,0.0012395740486741413
2020-08-18,1083638.602041837,0.013671740313991876
2020-08-19,1082101.1266078716,-0.0014188082918682454
2020-08-20,1073316.1242780657,-0.008118467039531452
2020-08-21,1077128.1235058187,0.0035516090194926964
2020-08-24,1077424.2330383426,0.00027490650932038285
2020-08-25,1078216.9723094243,0.0007357726388297348
2020-08-26,1080617.4601202519,0.0022263494940966133
2020-08-27,1085467.0926864268,0.004487834728892137
2020-08-28,1091147.5268004045,0.005233170265824594
2020-08-31,1065377.7336684514,-0.023617148459767368
2020-09-01,1068045.1033813106,0.002503684494770342
2020-09-02,1076569.9742478656,0.00798175174397242
2020-09-03,1079539.7995649218,0.002758599429759201
2020-09-04,1062857.7918370392,-0.015452888105288776
2020-09-07,1061734.461382944,-0.0010568962872763432
2020-09-08,1061228.2188417846,-0.00047680711097941586
2020-09-09,1057488.760324197,-0.0035237081442001106
