Return,Volatility,Sharpe
0.19653061778700612,0.13105688889916267,0.9654633102450711
0.1945879327632203,0.1227720707644935,1.0147905137334539
0.1982516349701681,0.11533654491526903,1.111977431475748
0.1949434207367213,0.12232016341998733,1.0214458290717532
0.19909488638727305,0.14105834467762116,0.9151878726658125
0.19723200458563056,0.1350163771401436,0.9423449753326363
0.19666879880749313,0.1127042114436595,1.123904751960529
0.1981985027370111,0.12096959250752257,1.0597580770476596
0.1941322698807654,0.12099202832838528,1.025954119422291
0.19710754976272132,0.1356229603042586,0.9372126185534242
0.1921505465393692,0.11627238729257107,1.0505550748864145
0.19655196921858237,0.12253259358701638,1.0328025018805436
0.19600296298051972,0.10431572731142699,1.2078999612814572
0.1939512303448181,0.10860604386791325,1.1412921963677054
0.19360285283044923,0.11138055284170019,1.1097345961832314
0.19633508366505675,0.1280037789347793,0.9869637030749476
0.19664901159943787,0.13348944712670174,0.9487567319027753
0.19723676943454835,0.13576670869624552,0.9371720847945026
0.19500136049393824,0.12656926922318132,0.9876122479108387
0.19391879396205053,0.09798660216570172,1.2646503830441613
0.1952811714512092,0.13307708706599194,0.941418047338857
0.1973473155865918,0.11974976647389785,1.063445210261433
0.1938451695132274,0.13091804728240833,0.9459747688267625
0.19344564290548316,0.11319313234028378,1.0905753763786485
0.19308933431773934,0.13106007103116793,0.9391825698649816
0.19120611588684794,0.10790009741331476,1.1233179468092975
0.19528528149402397,0.11501267249364291,1.08931719242459
0.19504810601368833,0.12307784006381813,1.0160082915726225
0.1966608458750419,0.11933476377426888,1.0613910135577163
0.2015188777541741,0.1719998869028226,0.7646451408917513
0.1980382580727999,0.11984315618008866,1.068381893083627
0.19860675499235347,0.13958741086101392,0.9213349126477186
0.19356445539095724,0.11650297342586502,1.0606120321005
0.19632305051413113,0.1210053541743737,1.0439459590531375
0.19471174036353645,0.13418247041995443,0.9294190215251128
0.19524257832475456,0.11612688904628601,1.0784976619397355
0.1963731260921761,0.12191917428413247,1.0365320043725337
0.1971599519561412,0.11951544972963757,1.0639624604500646
0.19961228926566746,0.14515417491451282,0.8929284282866916
0.19810259451226767,0.13348081436671125,0.9597079184753247
0.19390293556470667,0.1161806502211428,1.0664679129344254
0.1944507752369758,0.1229581772872924,1.012139070231953
0.19573813765051792,0.11465303667001912,1.0966838847225882
0.19744316710447027,0.12152579763531558,1.0486922907258918
0.19749187815645183,0.11761160228878698,1.0840076631504818
0.19609877765303269,0.11730337846807491,1.0749799306705519
0.19568311717573736,0.12585942116004767,0.9985991991486587
0.1951753757755455,0.10523715902117443,1.189459853722955
0.19695324596458666,0.11097965345568135,1.1439326219853823
0.19462592718321375,0.11162628376897767,1.1164568323455093
0.19557304301721584,0.10074959472842597,1.2463875746170725
0.19421623242802627,0.12509052966524423,0.9930106840257398
0.19444963926692177,0.10244894287290292,1.2147479102962797
0.19492558803884175,0.11473376181499952,1.0888302280219475
0.19917012866383382,0.11759774408061262,1.0984065185407672
0.20064609469591754,0.13314504070835073,0.9812313999895269
0.19382552968880906,0.1033375103739619,1.1982631402740815
0.19326026453513,0.12371365556663703,0.9963351577525504
0.19362150919408433,0.10558026691149777,1.1708770285427441
0.19488090221666293,0.10251315243555804,1.218193951211926
0.19747740230570365,0.13655449367331085,0.9335276992837527
0.19567077333475175,0.11910291378591885,1.0551444069675597
