Date,Portfolio_Value,Returns
2020-07-06,1000000.0,
2020-07-07,1008767.4861773142,0.008767486177314154
2020-07-08,1006614.8160437328,-0.0021339606629658947
2020-07-09,1013164.4550480079,0.006506599048498929
2020-07-10,1007933.4739019736,-0.005163012894867536
2020-07-13,1009299.5175890737,0.001355291517218804
2020-07-14,995458.0786809224,-0.013713906196264336
2020-07-15,1003988.3994471122,0.00856924158724337
2020-07-16,1013878.0104408182,0.009850323967041996
2020-07-17,1020824.4292112843,0.00685133585986919
2020-07-20,1033310.8248603547,0.012231677937721175
2020-07-21,1042459.8373838601,0.008854075950227136
2020-07-22,1042735.706132009,0.00026463249542652
2020-07-23,1051054.7748963092,0.007978118247393251
2020-07-24,1047968.8350011734,-0.002936040983630206
2020-07-27,1049519.7785528342,0.0014799519793535776
2020-07-28,1060150.4174269843,0.01012905053472024
2020-07-29,1059960.5593322953,-0.0001790859972019554
2020-07-30,1056754.5486478356,-0.0030246509233129437
2020-07-31,1062914.9127787023,0.005829512765049616
2020-08-03,1054289.1621516824,-0.008115184501899853
2020-08-04,1057090.0772855538,0.002656685883173582
2020-08-05,1064764.1483785564,0.007259618889535302
2020-08-06,1073707.41404919,0.008399292636075861
2020-08-07,1077530.793525679,0.0035609137335377294
2020-08-10,1081052.1119644488,0.003267951561038984
2020-08-11,1078698.712579253,-0.002176952765874929
2020-08-12,1068233.9447137064,-0.00970128891738864
2020-08-13,1072204.545749768,0.0037169770308371763
2020-08-14,1065346.1319575808,-0.006396553548829842
2020-08-17,1067663.4416023188,0.002175170656019576
2020-08-18,1083515.071241222,0.014847028587130051
2020-08-19,1082064.9564316932,-0.0013383429986513207
2020-08-20,1070443.3810799357,-0.010740182724410352
2020-08-21,1074973.8261140727,0.0042323070180194655
2020-08-24,1078435.5936698413,0.0032203272969748564
2020-08-25,1078107.5238459243,-0.0003042090096456729
2020-08-26,1082870.910813606,0.004418285618385642
2020-08-27,1088089.9893007649,0.0048196681940948505
2020-08-28,1098416.462834387,0.009490459093607129
2020-08-31,1078298.5498213226,-0.01831537826841345
2020-09-01,1080947.174395972,0.002456299857853228
2020-09-02,1085047.4485859983,0.0037932234684063815
2020-09-03,1084530.7889964806,-0.0004761631301847258
2020-09-04,1070602.8414672425,-0.012842371715537704
2020-09-07,1069980.2655230474,-0.0005815190471022413
2020-09-08,1071376.2430236982,0.0013046759324746304
2020-09-09,1064459.6277575698,-0.006455822883105977
2020-09-10,1071593.5871749227,0.0067019539598525135
2020-09-11,1078760.6552596628,0.006688233459510418
2020-09-14,1085361.9551757397,0.006119336929736319
2020-09-15,1098012.3444680772,0.011655456718389523
2020-09-16,1099667.9924328055,0.0015078591539245956
2020-09-17,1095417.479250743,-0.003865269527995374
2020-09-18,1096317.9259485058,0.0008220123512896471
2020-09-21,1075652.4224212614,-0.018849918475395744
2020-09-22,1066585.174949208,-0.008429532889112301
2020-09-23,1064345.2984147188,-0.002100044691316749
2020-09-24,1036046.7698096696,-0.026587732991537827
2020-09-25,1057507.2980802997,0.020713860508992932
2020-09-28,1069990.3667919172,0.011804238830576574
2020-09-29,1072535.7366805822,0.0023788717802166737
2020-09-30,1075761.3589131008,0.0030074729654245846
2020-10-01,1089035.9944803235,0.012339758680898205
2020-10-05,1100502.9366049587,0.01052944272067613
2020-10-06,1112518.0383694586,0.010917827990142737
2020-10-07,1112427.8551685002,-8.106223705872662e-05
2020-10-08,1126202.0694069224,0.012382119140962988
2020-10-09,1138247.6438850635,0.010695748840600539
2020-10-12,1142450.5256650106,0.0036924142145393635
2020-10-13,1158561.8497962349,0.014102426117617695
2020-10-14,1144080.7007408943,-0.012499245558523664
2020-10-15,1120972.730148969,-0.020197850183960697
2020-10-16,1128127.293420637,0.006382459697050091
2020-10-19,1136286.7188840075,0.007232717008937906
2020-10-20,1138725.9913875428,0.0021467051079597788
2020-10-21,1142767.3894263357,0.0035490522473000663
2020-10-22,1140291.7382922943,-0.0021663648761311993
2020-10-23,1141462.9381521714,0.0010271054507779986
2020-10-26,1129779.026236788,-0.010235910010619964
2020-10-27,1138464.8229584848,0.007688049184829238
2020-10-28,1126996.3543116485,-0.010073625829767452
2020-10-29,1124912.4795549598,-0.0018490519057282606
2020-10-30,1123373.8210101887,-0.0013678028937681441
